"ID"	"State"
"TCGA.3R.A8YX"	"IS01"
"TCGA.DX.A1KX"	"IS01"
"TCGA.DX.A1L1"	"IS01"
"TCGA.DX.A23U"	"IS01"
"TCGA.DX.A3U6"	"IS01"
"TCGA.DX.A6BG"	"IS01"
"TCGA.DX.A6YQ"	"IS01"
"TCGA.DX.A6YR"	"IS01"
"TCGA.DX.A6YV"	"IS01"
"TCGA.DX.A6YX"	"IS01"
"TCGA.DX.A7EF"	"IS01"
"TCGA.DX.A8BG"	"IS01"
"TCGA.DX.A8BH"	"IS01"
"TCGA.DX.A8BM"	"IS01"
"TCGA.DX.A8BO"	"IS01"
"TCGA.DX.A8BP"	"IS01"
"TCGA.DX.A8BR"	"IS01"
"TCGA.DX.A8BS"	"IS01"
"TCGA.DX.A8BT"	"IS01"
"TCGA.DX.AATS"	"IS01"
"TCGA.DX.AB2Q"	"IS01"
"TCGA.DX.AB2Z"	"IS01"
"TCGA.DX.AB36"	"IS01"
"TCGA.FX.A2QS"	"IS01"
"TCGA.FX.A3TO"	"IS01"
"TCGA.HB.A2OT"	"IS01"
"TCGA.IE.A6BZ"	"IS01"
"TCGA.QC.A6FX"	"IS01"
"TCGA.QC.AA9N"	"IS01"
"TCGA.SG.A6Z4"	"IS01"
"TCGA.SG.A849"	"IS01"
"TCGA.SI.A71O"	"IS01"
"TCGA.SI.A71P"	"IS01"
"TCGA.UE.A6QU"	"IS01"
"TCGA.VT.A80G"	"IS01"
"TCGA.VT.A80J"	"IS01"
"TCGA.X6.A8C2"	"IS01"
"TCGA.X6.A8C3"	"IS01"
"TCGA.X6.A8C4"	"IS01"
"TCGA.X6.A8C6"	"IS01"
"TCGA.3B.A9HJ"	"IS02"
"TCGA.3B.A9HL"	"IS02"
"TCGA.DX.A1KY"	"IS02"
"TCGA.DX.A1L0"	"IS02"
"TCGA.DX.A1L2"	"IS02"
"TCGA.DX.A23R"	"IS02"
"TCGA.DX.A2IZ"	"IS02"
"TCGA.DX.A2J0"	"IS02"
"TCGA.DX.A3LY"	"IS02"
"TCGA.DX.A3M1"	"IS02"
"TCGA.DX.A48N"	"IS02"
"TCGA.DX.A6YS"	"IS02"
"TCGA.DX.A6YT"	"IS02"
"TCGA.DX.A6YU"	"IS02"
"TCGA.DX.A6YZ"	"IS02"
"TCGA.DX.A6Z0"	"IS02"
"TCGA.DX.A7EI"	"IS02"
"TCGA.DX.A7ES"	"IS02"
"TCGA.DX.A8BU"	"IS02"
"TCGA.DX.A8BV"	"IS02"
"TCGA.DX.AB2H"	"IS02"
"TCGA.DX.AB2J"	"IS02"
"TCGA.DX.AB2O"	"IS02"
"TCGA.DX.AB2T"	"IS02"
"TCGA.DX.AB2V"	"IS02"
"TCGA.DX.AB30"	"IS02"
"TCGA.DX.AB32"	"IS02"
"TCGA.DX.AB3B"	"IS02"
"TCGA.FX.A3NK"	"IS02"
"TCGA.HB.A3YV"	"IS02"
"TCGA.IE.A4EJ"	"IS02"
"TCGA.K1.A6RU"	"IS02"
"TCGA.MB.A8JK"	"IS02"
"TCGA.MO.A47P"	"IS02"
"TCGA.QQ.A5VA"	"IS02"
"TCGA.QQ.A8VB"	"IS02"
"TCGA.QQ.A8VG"	"IS02"
"TCGA.QQ.A8VH"	"IS02"
"TCGA.RN.A68Q"	"IS02"
"TCGA.RN.AAAQ"	"IS02"
"TCGA.SG.A6Z7"	"IS02"
"TCGA.SI.A71Q"	"IS02"
"TCGA.SI.AA8C"	"IS02"
"TCGA.UE.A6QT"	"IS02"
"TCGA.VT.AB3D"	"IS02"
"TCGA.WK.A8XQ"	"IS02"
"TCGA.WK.A8XT"	"IS02"
"TCGA.X6.A8C7"	"IS02"
"TCGA.X9.A973"	"IS02"
"TCGA.Z4.A9VC"	"IS02"
"TCGA.Z4.AAPF"	"IS02"
"TCGA.3B.A9HI"	"IS03"
"TCGA.3B.A9HO"	"IS03"
"TCGA.DX.A1KU"	"IS03"
"TCGA.DX.A1KW"	"IS03"
"TCGA.DX.A1KZ"	"IS03"
"TCGA.DX.A1L3"	"IS03"
"TCGA.DX.A1L4"	"IS03"
"TCGA.DX.A23T"	"IS03"
"TCGA.DX.A23V"	"IS03"
"TCGA.DX.A23Y"	"IS03"
"TCGA.DX.A23Z"	"IS03"
"TCGA.DX.A240"	"IS03"
"TCGA.DX.A2J1"	"IS03"
"TCGA.DX.A2J4"	"IS03"
"TCGA.DX.A3LS"	"IS03"
"TCGA.DX.A3LT"	"IS03"
"TCGA.DX.A3LU"	"IS03"
"TCGA.DX.A3LW"	"IS03"
"TCGA.DX.A3M2"	"IS03"
"TCGA.DX.A3U5"	"IS03"
"TCGA.DX.A6BE"	"IS03"
"TCGA.DX.A6BF"	"IS03"
"TCGA.DX.A6BH"	"IS03"
"TCGA.DX.A7EO"	"IS03"
"TCGA.DX.A7EQ"	"IS03"
"TCGA.DX.A7ER"	"IS03"
"TCGA.DX.A7ET"	"IS03"
"TCGA.DX.A7EU"	"IS03"
"TCGA.DX.A8BJ"	"IS03"
"TCGA.DX.A8BK"	"IS03"
"TCGA.DX.A8BL"	"IS03"
"TCGA.DX.A8BN"	"IS03"
"TCGA.DX.A8BQ"	"IS03"
"TCGA.DX.A8BX"	"IS03"
"TCGA.DX.AB2E"	"IS03"
"TCGA.DX.AB2F"	"IS03"
"TCGA.DX.AB2G"	"IS03"
"TCGA.DX.AB2L"	"IS03"
"TCGA.DX.AB2P"	"IS03"
"TCGA.DX.AB2S"	"IS03"
"TCGA.DX.AB2W"	"IS03"
"TCGA.DX.AB2X"	"IS03"
"TCGA.DX.AB35"	"IS03"
"TCGA.DX.AB37"	"IS03"
"TCGA.DX.AB3A"	"IS03"
"TCGA.DX.AB3C"	"IS03"
"TCGA.FX.A8OO"	"IS03"
"TCGA.IF.A3RQ"	"IS03"
"TCGA.LI.A67I"	"IS03"
"TCGA.LI.A9QH"	"IS03"
"TCGA.MB.A5Y8"	"IS03"
"TCGA.MB.A5Y9"	"IS03"
"TCGA.MJ.A68J"	"IS03"
"TCGA.MJ.A850"	"IS03"
"TCGA.QC.A7B5"	"IS03"
"TCGA.QQ.A5V2"	"IS03"
"TCGA.QQ.A5V9"	"IS03"
"TCGA.SI.AA8B"	"IS03"
"TCGA.WK.A8XO"	"IS03"
"TCGA.WK.A8Y0"	"IS03"
"TCGA.X6.A7W8"	"IS03"
"TCGA.Z4.AAPG"	"IS03"
